dl,cs,cs0,cs1,cs2,cs3,cs4,cs5,t0,t1,t2,t3,t4,t5
(0.20760709582461848+0j),(0.07506018808528249+0j),(0.06123829560875312+0.756363708273221j),(0.01368609433649886-0.6212021434850425j),(0.00013576535370417038-0.07989448149284803j),(3.278429484079546e-08-0.0014689934963901066j),(2.0314155824220793e-12-1.3111687027844366e-05j),(8.508959698851674e-17-9.381504812232196e-08j),(-0.006512492488214841-0.0804368070587451j),(-0.00048515712634512794+0.02202093887435058j),(-2.8876402825027703e-06+0.0016993033702186223j),(-4.980717930543339e-10+2.2317522102739328e-05j),(-2.4003822715934257e-14+1.549316711196703e-07j),(-8.226363996348367e-19+9.069930537963543e-10j)
(0.20832506721534794+0j),(0.07611428118219457+0j),(0.061246237753468026+0.7537884124308559j),(0.014728188586205618-0.6421843242407042j),(0.00013982066523247837-0.08079949125581454j),(3.4175137429846755e-08-0.0014946611528370288j),(2.1509267599327207e-12-1.344536691801815e-05j),(9.36390519661468e-17-9.807615672760388e-08j),(-0.006558465392698691-0.08071834936612285j),(-0.0005257156394845912+0.022922461965308012j),(-2.9944990182173045e-06+0.0017304594913470045j),(-5.227993572591324e-10+2.2864806078027718e-05j),(-2.5592100265510205e-14+1.5997531142494943e-07j),(-9.115639429108717e-19+9.54758578338457e-10j)
(0.20904303860607745+0j),(0.07714136024139785+0j),(0.061252113499418524+0.751218150281277j),(0.01574521783285861-0.661692876686332j),(0.00014399328698103646-0.08171463856110488j),(3.561986274516361e-08-0.001520686022480041j),(2.2768313733224346e-12-1.3785772321971615e-05j),(1.0341643120842924e-16-1.0271539232568881e-07j),(-0.006604383014833086-0.08099855023286819j),(-0.0005658985640343956+0.02378189064918135j),(-3.105155934893808e-06+0.0017621425291106361j),(-5.486626223158293e-10+2.3423548450540082e-05j),(-2.7277183849070184e-14+1.65158057172726e-07j),(-1.0136967047217047e-18+1.0068250616277412e-09j)
(0.20976100999680694+0j),(0.0781426946412426+0j),(0.06125572221357826+0.7486516567107991j),(0.016738648267009857-0.6798993114336822j),(0.00014828703787464256-0.08264018019573256j),(3.712037027378925e-08-0.0015470720041505922j),(2.4094467865064476e-12-1.413303003197608e-05j),(1.1472365427801936e-16-1.0781475146837285e-07j),(-0.006650219034216037-0.08127726386273709j),(-0.000605743013548979+0.024604391659834135j),(-3.2197523632587874e-06+0.0017943639531749146j),(-5.757096970611799e-10+2.3993951252966607e-05j),(-2.906458423170794e-14+1.7048338403406676e-07j),(-1.1322688822655416e-18+1.0640812385647732e-09j)
(0.2104789813875364+0j),(0.0791196142327092+0j),(0.06125685999855727+0.7460876638904834j),(0.01771000963855764-0.696949398600357j),(0.000152705914424639-0.08357638760987492j),(3.8678620425054854e-08-0.0015738230340768308j),(2.549104797022911e-12-1.4487267842861819e-05j),(1.2798280251036615e-16-1.134863269879396e-07j),(-0.006695946144624019-0.08155434047218034j),(-0.0006452897453082373+0.025394356586707162j),(-3.3384361489538602e-06+0.0018271357376500354j),(-6.039905672153565e-10+2.457621953943592e-05j),(-3.0960103331501985e-14+1.7595483321438215e-07j),(-1.2717921834945906e-18+1.127737639477636e-09j)
(0.2111969527782659+0j),(0.08007344855021054+0j),(0.06125531944431176+0.7435248995957521j),(0.01866083470321796-0.7129678223918109j),(0.00015725410334818755-0.08452354803095073j),(4.0296636331394484e-08-0.001600943086544835j),(2.6961522439717836e-12-1.4848614625011223e-05j),(1.4380446744258722e-16-1.198878044394609e-07j),(-0.006741536009389789-0.08182962606308236j),(-0.0006845810304490299+0.026155542037239056j),(-3.4613620823899057e-06+0.001860470397873194j),(-6.335571631044867e-10+2.517056143003354e-05j),(-3.296984854072262e-14+1.815760131204602e-07j),(-1.438781160514228e-18+1.199492042705673e-09j)
(0.21191492416899535+0j),(0.0810054886175633+0j),(0.06125088937384421+0.7409620854969213j),(0.019592621268981297-0.7280618610843105j),(0.00016193599538098766-0.08548196568061402j),(4.1976505700713336e-08-0.0016284361745838632j),(2.850951638859676e-12-1.5217200391587423e-05j),(1.631084593791635e-16-1.2724864465075218e-07j),(-0.006786959214873121-0.08210296218461774j),(-0.0007236592688661441+0.026891180452496468j),(-3.588692367755138e-06+0.0018943810305855123j),(-6.644634296883195e-10+2.5777188156329385e-05j),(-3.510024769403407e-14+1.873506009972555e-07j),(-1.6430343412507921e-18+1.2818090112223398e-09j)
(0.2126328955597248+0j),(0.0819169637513345+0j),(0.06124335458228243+0.7383979354155306j),(0.02050680924523588-0.7423243224375741j),(0.0001667562004194061-0.08645196310593332j),(4.3720382721915176e-08-0.0016563063506765251j),(3.013881820186248e-12-1.5593156360721423e-05j),(1.8734987297902144e-16-1.359166662760955e-07j),(-0.006832185221911319-0.08237418568340943j),(-0.0007625661049511228+0.027604068502427366j),(-3.720597135602195e-06+0.0019288813578753749j),(-6.967653989711187e-10+2.639631410795145e-05j),(-3.735806471105631e-14+1.932823445404544e-07j),(-1.9000340262884425e-18+1.378417217785835e-09j)
(0.2133508669504543+0j),(0.08280902831768826+0j),(0.0612324955687065+0.7358311535410956j),(0.021404767651160173-0.7558359045469537j),(0.00017171956414599267-0.08743388263745891j),(4.553049002528765e-08-0.0016845577074953834j),(3.185338632629261e-12-1.5976615013281958e-05j),(2.1897419414891414e-16-1.464463399157951e-07j),(-0.006877182315130067-0.08264312844111439j),(-0.0008013418810978368+0.028296638179957624j),(-3.857255004025015e-06+0.0019639857753071554j),(-7.305212648772957e-10+2.702815688025424e-05j),(-3.975041594166203e-14+1.9937506349004746e-07j),(-2.235778778281114e-18+1.4952520785075386e-09j)
(0.21406883834118381+0j),(0.08368275506937822+0j),(0.06121808826007065+0.7332604326026679j),(0.0222877882105078-0.768667109185745j),(0.0001768311863130685-0.08842808798852018j),(4.7409120699487686e-08-0.0017131943786670473j),(3.365735631708805e-12-1.636771014676988e-05j),(2.6242117712663846e-16-1.5978001324800192e-07j),(-0.006921917549988462-0.08290961709849842j),(-0.0008400253190382878+0.028971014419617108j),(-3.998853694110099e-06+0.0019997094047084023j),(-7.657914606760062e-10+2.767293732312437e-05j),(-4.2284787243443094e-14+2.0563265120948404e-07j),(-2.6974465807686177e-18+1.6423905080000365e-09j)
(0.21478680973191325+0j),(0.08453913279386834+0j),(0.06119990372654906+0.7306844519893391j),(0.0231570832642401-0.780879803566166j),(0.0001820964408829773-0.08943496601197844j),(4.935864036696203e-08-0.0017422205395652458j),(3.555504814834868e-12-1.676657692580623e-05j),(3.2662079932083545e-16-1.7766045776930773e-07j),(-0.0069663566974254125-0.08317347276499672j),(-0.0008786533543771709+0.029629062129267823j),(-4.145590706124433e-06+0.0020360681521506426j),(-8.026387390425007e-10+2.8330879590974077e-05j),(-4.4969051821868957e-14+2.120590762543941e-07j),(-3.3799176652211176e-18+1.838455238840782e-09j)
(0.21550478112264276+0j),(0.08537906674044013+0j),(0.06117770788760598+0.7281018758134719j),(0.024013786469338057-0.7925285036467198j),(0.00018752099825124858-0.09045492863282963j),(5.138148931970426e-08-0.0017716404081342485j),(3.755097379668191e-12-1.717335192962336e-05j),(4.32310124195066e-16-2.0371230319231317e-07j),(-0.007010464185966774-0.08343451071267842j),(-0.0009172610733854872+0.030272424836949204j),(-4.297674063802064e-06+0.0020730787717305158j),(-8.411282548473041e-10+2.9002211193972905e-05j),(-4.7811488864802156e-14+2.1865838393439178e-07j),(-4.503563541728257e-18+2.1221601121801006e-09j)
(0.21622275251337222+0j),(0.08620338078981536+0j),(0.061151261208067256+0.7255113509101404j),(0.024858955247786824-0.8036614352333147j),(0.00019311084981094001-0.09148841497754373j),(5.348018471733846e-08-0.0018014582457441704j),(3.964984510751068e-12-1.758817319691691e-05j),(6.394166961397891e-16-2.469261357598853e-07j),(-0.007054203041144935-0.0836925400534554j),(-0.0009558817171514003+0.030902556646565927j),(-4.455323135133325e-06+0.00211075893584016j),(-8.813276507679957e-10+2.9687163050572168e-05j),(-5.082080300421939e-14+2.2543469787106157e-07j),(-6.705541031087886e-18+2.5895059434355208e-09j)
(0.2169407239041017+0j),(0.08701282066551205+0j),(0.06112031838343864+0.7229115047658253j),(0.025693574285410022-0.8143214165015166j),(0.000198872335153679-0.09253589372391595j),(5.565732284960104e-08-0.0018316783580797002j),(4.1856581953924335e-12-1.801118026837163e-05j),(1.2020151052356596e-15-3.374351678103332e-07j),(-0.007097534822073847-0.08394736339828247j),(-0.0009945467291263964+0.03152074881613665j),(-4.618769539272697e-06+0.0021491273127110548j),(-9.233071458220872e-10+3.038596954137865e-05j),(-5.4006144639212895e-14+2.3239222155487473e-07j),(-1.2689343802389936e-17+3.562210521907701e-09j)
(0.21765869529483117+0j),(0.0878080577147817+0j),(0.061084628013689794+0.7203009433690347j),(0.026518559608841644-0.8245465960457313j),(0.0002048121722462844-0.09359786569854724j),(5.791558146538906e-08-0.0018623050960639683j),(4.41763206982006e-12-1.844251422713491e-05j),(4.876393388624408e-15-6.774072039455128e-07j),(-0.007140419555013964-0.08419877649700343j),(-0.0010332858296162482+0.03212815198561166j),(-4.788258150592341e-06+0.0021882036521256934j),(-9.671396269235549e-10+3.109886856443809e-05j),(-5.73771311556133e-14+2.395352399034639e-07j),(-5.1820052162671275e-17+7.198614600231858e-09j)
(0.2183766666855607+0j),(0.08858969294331638+0j),(0.06104393226468293+0.7176782489749847j),(0.027334762925261134-0.8343710733150851j),(0.00021093749097247943-0.09467486675294372j),(6.025772217063716e-08-0.0018933428568192762j),(4.661442296643291e-12-1.8882317737480403e-05j),(1.6231292913250703e-14+1.2318186937327366e-06j),(-0.007182815663751338-0.08444656785738487j),(-0.0010721271059514622+0.032725794863076224j),(-4.964048212556285e-06+0.0022280088803192924j),(-1.0129007435697441e-09+3.182610159199169e-05j),(-6.09438690789032e-14+2.4686812082344593e-07j),(-1.736251561412309e-16-1.317668987800923e-08j)
(0.21909463807629012+0j),(0.08935826109512562+0j),(0.06099796651639605+0.7150419777759882j),(0.028142976016730034-0.8438254227368128j),(0.0002172558704885668-0.09576747095375081j),(6.268659289738875e-08-0.001924796084666543j),(4.917648474700499e-12-1.933073508187475e-05j),(4.1887770547368897e-16+1.9723697779350396e-07j),(-0.007224679896605715-0.08469051834176773j),(-0.0011110971106666494+0.03331460001076581j),(-5.146414576021705e-06+0.0022685652052428906j),(-1.0606690057697857e-09+3.2567913728772476e-05j),(-6.471697719845305e-14+2.5439531677774433e-07j),(-4.510220900051931e-18-2.1237280664086754e-09j)
(0.21981260946701958+0j),(0.09011423464283679+0j),(0.06094645899704761+0.7123906574685904j),(0.028943935054560336-0.8529371385304749j),(0.00022377538091151008-0.09687629412788963j),(6.520513044654115e-08-0.0019566692721654866j),(5.186834582396916e-12-1.9787912196634433e-05j),(3.831517035046935e-17+5.945785588240632e-08j),(-0.007265967249871197-0.08493040073963502j),(-0.0011502209625174+0.03389539724291169j),(-5.335649078839013e-06+0.0023098962335325627j),(-1.1105258853304066e-09+3.332455377191327e-05j),(-6.870761070251842e-14+2.6212136636015327e-07j),(-4.152628053617184e-19-6.444088805732882e-10j)
(0.2205305808577491+0j),(0.09085802760360112+0j),(0.060889130402192855+0.7097227847078449j),(0.029738324749635576-0.8617310138704097j),(0.0002305046299399779-0.09800199780954671j),(6.781636310684874e-08-0.0019889669611974853j),(5.4696099556737515e-12-2.0253996706342278e-05j),(9.659814741529469e-20+2.9757198562119515e-09j),(-0.007306630887482134-0.08516597931425568j),(-0.0011895224469042295+0.03446893504668429j),(-5.5320620862945555e-06+0.002352027100733244j),(-1.162555920619759e-09+3.409627427253926e-05j),(-7.292748636493062e-14+2.7005089587876823e-07j),(-1.0537886317700503e-21-3.2462110710335063e-11j)
(0.22124855224847859+0j),(0.0915899991312111+0j),(0.06082569349781617+0.7070368224384095j),(0.030526782289109256-0.8702294654305828j),(0.00023745281510570857-0.09914529364318005j),(7.052341335290687e-08-0.0020216937440934424j),(5.766610301781184e-12-2.0729137957169052e-05j),(9.236604044018229e-18-2.9003618989227108e-08j),(-0.007346622056684511-0.0853970093214086j),(-0.0012290241134849144+0.035035890358507904j),(-5.7359842150917996e-06+0.002394984616563723j),(-1.2168468249353176e-09+3.488333159912627e-05j),(-7.738890882589648e-14+2.781886209496903e-07j),(-1.0141922105078534e-19+3.1846384575142175e-10j)
(0.22196652363920805+0j),(0.0923104568578069+0j),(0.06075585270640152+0.7043311970913411j),(0.0313099010333588-0.8784528122764504j),(0.000244629782467414-0.10030694830523214j),(7.332950062495548e-08-0.0020548542648088533j),(6.078498750065575e-12-2.1213487049233855e-05j),(2.808124901999237e-17-5.040773640904577e-08j),(-0.0073858899994807695-0.08562323649802278j),(-0.0012687473695992386+0.03559687696570267j),(-5.947768267305891e-06+0.002438797427290452j),(-1.2734895986071616e-09+3.5685986002706804e-05j),(-8.21047980109254e-14+2.8653934810234814e-07j),(-3.103404963109424e-19+5.570821270790712e-10j)
(0.2226844950299375+0j),(0.09301965997479289+0j),(0.06067930367491442+0.7016042956345974j),(0.03208823396283242-0.8864195164254767j),(0.0002520460926958455-0.10148778901727207j),(7.623794419349105e-08-0.0020884532201486j),(6.4059669410165046e-12-2.1707196868120158e-05j),(4.892616971766854e-17-6.632192070752348e-08j),(-0.007424381859602536-0.08584439651838284j),(-0.0013087125687129691+0.03615245275393444j),(-6.167791405188278e-06+0.0024834961976088186j),(-1.3325786449739116e-09+3.650450168401352e-05j),(-8.708871773351268e-14+2.9510797639763153e-07j),(-5.442121641788413e-19+7.377073702890877e-10j)
(0.223402466420667+0j),(0.09371782205301114+0j),(0.06059573282358052+0.6988544624642835j),(0.032862296874853265-0.8941463910861616j),(0.00025971309566143435-0.10268870973519248j),(7.925216611181733e-08-0.002122495361044012j),(6.74973615485867e-12-2.2210422115654434e-05j),(6.994929683441354e-17-7.904605106199567e-08j),(-0.007462042584751762-0.08606021441534477j),(-0.001348939093488353+0.03670312598145302j),(-6.396457602998643e-06+0.002529113814823045j),(-1.39421189037463e-09+3.733914686265346e-05j),(-9.235490552891432e-14+3.0389949905997835e-07j),(-7.830803911128264e-19+8.849182962922771e-10j)
(0.22412043781139646+0j),(0.09440511360908822+0j),(0.0605048168742936+0.6960799961226006j),(0.033632571337159085-0.9016487815322246j),(0.0002676430148306262-0.10391067811320186j),(8.237569425982116e-08-0.0021569854938849227j),(7.110558481010085e-12-2.2723319340039468e-05j),(9.080266018220698e-17-8.97727004415129e-08j),(-0.0074988148238359685-0.08627040396377998j),(-0.001389445433359989+0.037249360729383056j),(-6.6342004183827416e-06+0.002575685618581497j),(-1.4584909083064485e-09+3.819019384841157e-05j),(-9.791830376805944e-14+3.129190051244089e-07j),(-1.0230775744873266e-18+1.0114729726924622e-09j)
(0.22483840920212597+0j),(0.09508166442921259+0j),(0.060406222357434494+0.6932791458272839j),(0.03439950740911228-0.9089407227186168j),(0.00027584904301100773-0.10515474335819704j),(8.561216548243312e-08-0.002191928481909634j),(7.489218029771506e-12-2.324604696542991e-05j),(1.115471260156073e-16-9.918252360707554e-08j),(-0.0075346388189081225-0.08647466702321972j),(-0.0014302492566762048+0.03779158165173802j),(-6.881486133435037e-06+0.002623249659979704j),(-1.525521047904658e-09+3.905791911478956e-05j),(-1.0379459210249546e-13+3.2217168109951053e-07j),(-1.2648716593851941e-18+1.1246651321105292e-09j)
(0.22555638059285546+0j),(0.09574756566420757+0j),(0.06029960509582848+0.690450107796j),(0.03516352614389628-0.9160350770565245j),(0.00028434545126732497-0.10642204511023007j),(8.896532882640972e-08-0.0022273292466559085j),(7.88653218765043e-12-2.377876532102444e-05j),(1.3235203483138266e-16-1.0769279780600041e-07j),(-0.007569452291505572-0.08667269283639567j),(-0.001471367477583171+0.03833017812806355j),(-7.138817324770628e-06+0.002671846994507326j),(-1.5954115669092522e-09+3.9942603374891755e-05j),(-1.1000022129308883e-13+3.3166281264723776e-07j),(-1.5103859104093133e-18+1.2289775874316477e-09j)
(0.22627435198358492+0j),(0.09640287171123556+0j),(0.060184609664511696+0.6875910213477162j),(0.035925021886199615-0.9229436552026479j),(0.0002931477131718576-0.10771382350895657j),(9.243904887925695e-08-0.0022631927694761584j),(8.303352917768817e-12-2.432163666974618e-05j),(1.5340444043114167e-16-1.155739884901826e-07j),(-0.007603190323065748-0.08686415728007142j),(-0.0015128163179018372+0.0388655079046978j),(-7.40673693305145e-06+0.0027215220141125914j),(-1.6682757692895184e-09+4.084453165977515e-05j),(-1.1655244847717982e-13+3.413977862804126e-07j),(-1.761796161243116e-18+1.327326697253964e-09j)
(0.2269923233743144+0j),(0.09704760189819245+0j),(0.060060868824922675+0.6846999647614559j),(0.036684364380252424-0.9296773222579263j),(0.00030227264696739423-0.10903143063506414j),(9.603730921432456e-08-0.002299524093120315j),(8.740568106844836e-12-2.487482523657205e-05j),(1.7488250765600182e-16-1.2300945135772621e-07j),(-0.007635785229079076-0.08704872206422365j),(-0.001554611364288992+0.039397900296779975j),(-7.685832915925135e-06+0.0027723228246179276j),(-1.744231147706568e-09+4.176399339938922e-05j),(-1.2346937393085088e-13+3.5138209107869405e-07j),(-2.0212302118139433e-18+1.4216997614876158e-09j)
(0.22771029476504387+0j),(0.0976817419871436+0j),(0.059928002932082725+0.6817749508710776j),(0.03744190070291826-0.9362460913926235j),(0.00031173857872737905-0.1103763435509193j),(9.976421594631952e-08-0.0023363283233900967j),(9.199102960286545e-12-2.543849723656937e-05j),(1.9694966512638527e-16-1.3012820029460565e-07j),(-0.007667166426622296-0.0872260338752644j),(-0.0015967676209939483+0.039927659011748905j),(-7.976743584832301e-06+0.0028243016758827447j),(-1.823399531002465e-09+4.270128250623954e-05j),(-1.30769979385068e-13+3.6162132042379753e-07j),(-2.2906969974725443e-18+1.5135048719685525e-09j)
(0.22842826615577333+0j),(0.09830524551319848+0j),(0.05978561931326831+0.6788139223727238j),(0.0381979570360303-0.9426592066022434j),(0.0003215655302183241-0.1117501792074453j),(1.0362400140171119e-07-0.002373610630868508j),(9.679921446981554e-12-2.601282090269164e-05j),(2.1975540767771252e-16-1.3702392628665963e-07j),(-0.007697260294896481-0.08739572345858286j),(-0.0016392995585274752+0.04045506464566442j),(-8.280163746359388e-06+0.002877515453520227j),(-1.905907236913725e-09+4.365669746191577e-05j),(-1.3847416795658925e-13+3.7212117375469253e-07j),(-2.572090980370054e-18+1.6037739804505042e-09j)
